instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
12357,2012-06-04,2,1,6,1,0,1,1,3,0.56,0.5303,0.6,0.1642,4,10,14
12926,2012-06-27,3,1,6,18,0,3,1,1,0.8,0.697,0.27,0.3284,85,719,804
7137,2011-10-29,4,0,10,23,0,6,0,1,0.22,0.2273,0.87,0.194,3,33,36
2958,2011-05-08,2,0,5,3,0,0,0,1,0.46,0.4545,0.72,0.0896,10,21,31
16835,2012-12-09,4,1,12,5,0,0,0,2,0.4,0.4091,0.87,0.1045,0,8,8
13790,2012-08-02,3,1,8,18,0,4,1,1,0.8,0.7727,0.59,0.2239,86,681,767
3522,2011-05-31,2,0,5,15,0,2,1,1,0.9,0.8182,0.37,0.1642,42,133,175
871,2011-02-08,1,0,2,17,0,2,1,1,0.22,0.1818,0.32,0.5821,4,172,176
1904,2011-03-25,2,0,3,2,0,5,1,1,0.2,0.197,0.69,0.2239,0,5,5
15389,2012-10-08,4,1,10,9,1,1,0,2,0.38,0.3939,0.66,0.1642,59,273,332
4095,2011-06-24,3,0,6,12,0,5,1,1,0.8,0.7121,0.41,0.2836,51,150,201
7611,2011-11-18,4,0,11,17,0,5,1,1,0.32,0.3333,0.31,0.1343,17,361,378
10796,2012-03-30,2,1,3,22,0,5,1,1,0.36,0.3485,0.71,0.1642,23,130,153
663,2011-01-30,1,0,1,22,0,0,0,2,0.24,0.2273,0.7,0.194,2,19,21
13139,2012-07-06,3,1,7,15,0,5,1,1,0.92,0.8182,0.29,0.194,79,206,285
520,2011-01-23,1,0,1,18,0,0,0,1,0.12,0.1212,0.3,0.2537,5,44,49
6495,2011-10-03,4,0,10,4,0,1,1,1,0.34,0.3485,0.87,0.1045,2,6,8
12492,2012-06-09,2,1,6,16,0,6,0,1,0.82,0.697,0.24,0.194,219,315,534
3022,2011-05-10,2,0,5,19,0,2,1,1,0.6,0.6212,0.43,0.2239,69,365,434
3114,2011-05-14,2,0,5,15,0,6,0,2,0.54,0.5152,0.94,0.1642,73,221,294
1983,2011-03-28,2,0,3,11,0,1,1,2,0.26,0.2424,0.3,0.2836,18,39,57
14672,2012-09-08,3,1,9,12,0,6,0,1,0.8,0.7576,0.55,0.4925,220,474,694
14423,2012-08-29,3,1,8,3,0,3,1,1,0.62,0.5909,0.73,0.1045,0,9,9
13330,2012-07-14,3,1,7,14,0,6,0,1,0.8,0.7576,0.55,0.1045,269,363,632
6724,2011-10-12,4,0,10,17,0,3,1,3,0.54,0.5152,0.94,0.2239,16,235,251
6938,2011-10-21,4,0,10,16,0,5,1,1,0.5,0.4848,0.45,0.2537,60,242,302
819,2011-02-06,1,0,2,13,0,0,0,1,0.34,0.3636,0.46,0.0,47,135,182
7836,2011-11-28,4,0,11,3,0,1,1,1,0.44,0.4394,0.88,0.2239,1,4,5
1887,2011-03-24,2,0,3,9,0,4,1,2,0.26,0.2576,0.93,0.2239,3,94,97
12846,2012-06-24,3,1,6,10,0,0,0,1,0.76,0.6818,0.4,0.0,161,291,452
1895,2011-03-24,2,0,3,17,0,4,1,2,0.3,0.2879,0.7,0.2239,12,221,233
5726,2011-09-01,3,0,9,0,0,4,1,1,0.6,0.5758,0.78,0.1045,18,33,51
8119,2011-12-09,4,0,12,22,0,5,1,1,0.28,0.3182,0.87,0.0,15,114,129
8479,2011-12-24,1,0,12,22,0,6,0,1,0.24,0.2879,0.52,0.0,8,12,20
13319,2012-07-14,3,1,7,3,0,6,0,2,0.7,0.6515,0.54,0.1045,9,31,40
1235,2011-02-24,1,0,2,13,0,4,1,2,0.38,0.3939,0.54,0.2985,16,72,88
8827,2012-01-08,1,1,1,14,0,0,0,1,0.4,0.4091,0.4,0.194,75,253,328
17053,2012-12-18,4,1,12,7,0,2,1,1,0.36,0.3485,0.93,0.1343,4,351,355
15775,2012-10-24,4,1,10,11,0,3,1,1,0.58,0.5455,0.64,0.0,47,189,236
4216,2011-06-29,3,0,6,13,0,3,1,1,0.8,0.697,0.31,0.3284,45,186,231
7806,2011-11-26,4,0,11,20,0,6,0,2,0.42,0.4242,0.58,0.0,55,86,141
13847,2012-08-05,3,1,8,3,0,0,0,1,0.72,0.697,0.74,0.2537,9,32,41
9423,2012-02-02,1,1,2,12,0,4,1,1,0.42,0.4242,0.82,0.0,8,140,148
11226,2012-04-17,2,1,4,22,0,2,1,1,0.54,0.5152,0.3,0.2537,18,144,162
10024,2012-02-27,1,1,2,16,0,1,1,1,0.54,0.5152,0.26,0.4478,20,266,286
12068,2012-05-23,2,1,5,0,0,3,1,1,0.62,0.5909,0.78,0.1343,19,28,47
11466,2012-04-27,2,1,4,22,0,5,1,1,0.42,0.4242,0.38,0.2537,24,134,158
1459,2011-03-06,1,0,3,1,0,0,0,2,0.42,0.4242,0.77,0.2836,12,27,39
7919,2011-12-01,4,0,12,14,0,4,1,1,0.4,0.4091,0.4,0.2239,20,130,150
2047,2011-03-31,2,0,3,3,0,4,1,3,0.24,0.2273,0.93,0.2239,0,1,1
3439,2011-05-28,2,0,5,4,0,6,0,1,0.56,0.5303,0.88,0.2537,0,4,4
12225,2012-05-29,2,1,5,13,0,2,1,1,0.82,0.7727,0.52,0.3881,63,176,239
4994,2011-07-31,3,0,7,23,0,0,0,1,0.74,0.697,0.66,0.2239,14,56,70
17028,2012-12-17,4,1,12,6,0,1,1,2,0.36,0.3485,0.93,0.1343,1,107,108
13769,2012-08-01,3,1,8,21,0,3,1,1,0.72,0.6818,0.7,0.1343,36,284,320
6002,2011-09-12,3,0,9,15,0,1,1,1,0.74,0.6667,0.48,0.0896,60,152,212
1689,2011-03-15,1,0,3,23,0,2,1,2,0.32,0.3182,0.87,0.1642,1,17,18
12179,2012-05-27,2,1,5,15,0,0,0,1,0.78,0.7121,0.52,0.2836,290,245,535
10255,2012-03-08,1,1,3,8,0,4,1,1,0.44,0.4394,0.77,0.3881,12,573,585
13449,2012-07-19,3,1,7,13,0,4,1,1,0.84,0.7727,0.47,0.1343,74,180,254
15499,2012-10-12,4,1,10,23,0,5,1,1,0.36,0.3485,0.57,0.194,11,89,100
9649,2012-02-11,1,1,2,23,0,6,0,3,0.12,0.0758,0.5,0.4925,0,20,20
12142,2012-05-26,2,1,5,2,0,6,0,1,0.64,0.5758,0.89,0.1343,9,55,64
11039,2012-04-10,2,1,4,2,0,2,1,1,0.36,0.3485,0.71,0.1343,0,2,2
14858,2012-09-16,3,1,9,6,0,0,0,1,0.5,0.4848,0.72,0.0,9,26,35
15241,2012-10-02,4,1,10,5,0,2,1,2,0.56,0.5303,0.83,0.1343,1,42,43
14324,2012-08-25,3,1,8,0,0,6,0,2,0.7,0.6515,0.61,0.0,21,114,135
13083,2012-07-04,3,1,7,7,1,3,0,1,0.68,0.6364,0.65,0.0,10,62,72
8709,2012-01-03,1,1,1,16,0,2,1,1,0.14,0.0909,0.39,0.5821,7,129,136
758,2011-02-03,1,0,2,23,0,4,1,1,0.2,0.2273,0.47,0.1045,4,34,38
620,2011-01-29,1,0,1,1,0,6,0,1,0.22,0.2273,0.64,0.194,0,20,20
7819,2011-11-27,4,0,11,9,0,0,0,1,0.46,0.4545,0.72,0.2836,21,90,111
5772,2011-09-02,3,0,9,22,0,5,1,2,0.64,0.6061,0.73,0.1642,33,114,147
5873,2011-09-07,3,0,9,4,0,3,1,3,0.56,0.5303,0.94,0.1642,0,4,4
5159,2011-08-07,3,0,8,20,0,0,0,1,0.72,0.7121,0.84,0.1343,50,133,183
6394,2011-09-28,4,0,9,23,0,3,1,1,0.6,0.5152,0.94,0.1343,12,59,71
10119,2012-03-02,1,1,3,16,0,5,1,3,0.4,0.4091,0.58,0.2985,1,49,50
9366,2012-01-31,1,1,1,3,0,2,1,1,0.3,0.2879,0.45,0.2239,0,2,2
6786,2011-10-15,4,0,10,7,0,6,0,1,0.4,0.4091,0.76,0.1045,17,40,57
10837,2012-04-01,2,1,4,15,0,0,0,1,0.5,0.4848,0.55,0.2537,295,278,573
16982,2012-12-15,4,1,12,8,0,6,0,2,0.26,0.2879,0.75,0.0896,8,111,119
8043,2011-12-06,4,0,12,18,0,2,1,2,0.46,0.4545,1.0,0.2836,17,287,304
3570,2011-06-02,2,0,6,15,0,4,1,1,0.8,0.6818,0.21,0.3881,44,144,188
7090,2011-10-28,4,0,10,0,0,5,1,1,0.34,0.3182,0.66,0.2537,4,40,44
9554,2012-02-08,1,1,2,0,0,3,1,1,0.3,0.2879,0.56,0.2239,2,21,23
6690,2011-10-11,4,0,10,7,0,2,1,2,0.52,0.5,0.88,0.0896,19,333,352
12488,2012-06-09,2,1,6,12,0,6,0,1,0.8,0.697,0.29,0.2537,196,335,531
5022,2011-08-02,3,0,8,3,0,2,1,1,0.66,0.6212,0.74,0.194,0,5,5
5284,2011-08-13,3,0,8,1,0,6,0,2,0.68,0.6364,0.57,0.0896,13,64,77
251,2011-01-11,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51
15664,2012-10-19,4,1,10,20,0,5,1,1,0.52,0.5,0.77,0.194,13,216,229
13030,2012-07-02,3,1,7,2,0,1,1,2,0.74,0.6667,0.51,0.2537,1,14,15
11885,2012-05-15,2,1,5,9,0,2,1,2,0.58,0.5455,0.88,0.0896,28,327,355
2333,2011-04-12,2,0,4,2,0,2,1,2,0.6,0.6212,0.53,0.1343,7,7,14
15662,2012-10-19,4,1,10,18,0,5,1,1,0.56,0.5303,0.83,0.1045,21,212,233
3404,2011-05-26,2,0,5,17,0,4,1,1,0.8,0.7273,0.46,0.2836,49,445,494
16191,2012-11-12,4,1,11,8,1,1,0,1,0.42,0.4242,0.82,0.1642,50,490,540
589,2011-01-27,1,0,1,17,0,4,1,1,0.22,0.2424,0.55,0.1045,2,82,84
5887,2011-09-07,3,0,9,18,0,3,1,3,0.64,0.5758,0.89,0.0,18,219,237
8722,2012-01-04,1,1,1,5,0,3,1,1,0.02,0.0455,0.41,0.194,0,14,14
12628,2012-06-15,2,1,6,8,0,5,1,1,0.6,0.5909,0.69,0.1642,44,609,653
9941,2012-02-24,1,1,2,5,0,5,1,2,0.4,0.4091,0.87,0.194,1,25,26
7427,2011-11-11,4,0,11,1,1,5,0,1,0.32,0.303,0.57,0.3284,3,16,19
12103,2012-05-24,2,1,5,11,0,4,1,1,0.66,0.6212,0.65,0.1343,61,160,221
15454,2012-10-11,4,1,10,2,0,4,1,1,0.42,0.4242,0.5,0.1343,4,7,11
8493,2011-12-25,1,0,12,13,0,0,0,1,0.32,0.303,0.7,0.2537,40,39,79
8772,2012-01-06,1,1,1,7,0,5,1,2,0.24,0.2879,0.65,0.0,4,201,205
6939,2011-10-21,4,0,10,17,0,5,1,2,0.46,0.4545,0.51,0.2537,79,445,524
8434,2011-12-23,1,0,12,1,0,5,1,3,0.4,0.4091,0.87,0.194,1,11,12
13096,2012-07-04,3,1,7,20,1,3,0,1,0.86,0.803,0.47,0.2239,237,314,551
11365,2012-04-23,2,1,4,17,0,1,1,3,0.3,0.2727,0.82,0.3284,13,219,232
11651,2012-05-05,2,1,5,15,0,6,0,3,0.66,0.6212,0.74,0.194,241,300,541
9764,2012-02-16,1,1,2,18,0,4,1,3,0.34,0.3333,0.87,0.1343,8,345,353
8783,2012-01-06,1,1,1,18,0,5,1,1,0.5,0.4848,0.29,0.2537,28,391,419
9890,2012-02-22,1,1,2,2,0,3,1,1,0.34,0.3182,0.66,0.2836,1,5,6
12821,2012-06-23,3,1,6,9,0,6,0,1,0.72,0.6818,0.62,0.194,85,247,332
15412,2012-10-09,4,1,10,8,0,2,1,2,0.42,0.4242,0.8,0.194,15,698,713
953,2011-02-12,1,0,2,7,0,6,0,1,0.12,0.1515,0.8,0.1045,2,9,11
17312,2012-12-29,1,1,12,4,0,6,0,2,0.24,0.2424,0.75,0.0896,0,3,3
11070,2012-04-11,2,1,4,10,0,3,1,2,0.34,0.303,0.49,0.3284,26,127,153
15271,2012-10-03,4,1,10,11,0,3,1,1,0.66,0.6061,0.78,0.1642,52,178,230
5191,2011-08-09,3,0,8,4,0,2,1,1,0.7,0.6667,0.74,0.0,1,6,7
3708,2011-06-08,2,0,6,9,0,3,1,1,0.76,0.7121,0.58,0.1642,34,168,202
4646,2011-07-17,3,0,7,11,0,0,0,1,0.76,0.697,0.55,0.2836,147,244,391
10275,2012-03-09,1,1,3,4,0,5,1,3,0.4,0.4091,0.66,0.2836,0,1,1
3358,2011-05-24,2,0,5,19,0,2,1,1,0.66,0.6212,0.74,0.194,45,310,355
16411,2012-11-21,4,1,11,12,0,3,1,1,0.44,0.4394,0.41,0.194,74,270,344
7625,2011-11-19,4,0,11,7,0,6,0,1,0.24,0.2273,0.6,0.2537,3,38,41
2289,2011-04-10,2,0,4,5,0,0,0,2,0.36,0.3636,0.93,0.0896,0,4,4
16132,2012-11-09,4,1,11,21,0,5,1,1,0.34,0.3636,0.76,0.0,23,176,199
8011,2011-12-05,4,0,12,10,0,1,1,2,0.36,0.3636,0.87,0.0896,9,78,87
8662,2012-01-01,1,1,1,16,0,0,0,2,0.44,0.4394,0.54,0.2985,68,147,215
1330,2011-02-28,1,0,2,16,0,1,1,3,0.42,0.4242,1.0,0.1343,2,40,42
1311,2011-02-27,1,0,2,19,0,0,0,1,0.4,0.4091,0.54,0.1343,16,86,102
6540,2011-10-05,4,0,10,1,0,3,1,1,0.48,0.4697,0.77,0.1642,4,7,11
1201,2011-02-23,1,0,2,1,0,3,1,1,0.14,0.1515,0.46,0.1642,0,4,4
6302,2011-09-25,4,0,9,3,0,0,0,3,0.6,0.5152,0.94,0.0,20,39,59
11041,2012-04-10,2,1,4,4,0,2,1,1,0.34,0.3333,0.71,0.1343,0,2,2
6728,2011-10-12,4,0,10,21,0,3,1,3,0.54,0.5152,1.0,0.1045,9,74,83
4712,2011-07-20,3,0,7,5,0,3,1,1,0.68,0.6364,0.83,0.1045,4,19,23
2480,2011-04-18,2,0,4,5,0,1,1,1,0.4,0.4091,0.76,0.0896,0,16,16
10433,2012-03-15,1,1,3,19,0,4,1,2,0.64,0.6212,0.5,0.194,72,353,425
6861,2011-10-18,4,0,10,10,0,2,1,2,0.56,0.5303,0.68,0.0,27,75,102
12645,2012-06-16,2,1,6,1,0,6,0,1,0.56,0.5303,0.56,0.0,16,79,95
16604,2012-11-29,4,1,11,14,0,4,1,1,0.36,0.3485,0.43,0.2239,13,174,187
12245,2012-05-30,2,1,5,9,0,3,1,2,0.62,0.6061,0.69,0.194,23,282,305
4999,2011-08-01,3,0,8,4,0,1,1,1,0.66,0.6061,0.83,0.1343,2,2,4
821,2011-02-06,1,0,2,15,0,0,0,1,0.34,0.3485,0.46,0.0896,52,130,182
14993,2012-09-21,3,1,9,21,0,5,1,1,0.6,0.5909,0.73,0.2537,46,266,312
13009,2012-07-01,3,1,7,5,0,0,0,1,0.68,0.6364,0.79,0.1045,3,7,10
8486,2011-12-25,1,0,12,6,0,0,0,1,0.2,0.2273,0.75,0.1045,0,1,1
8900,2012-01-11,1,1,1,16,0,3,1,2,0.34,0.3182,0.87,0.2537,6,112,118
11410,2012-04-25,2,1,4,14,0,3,1,1,0.56,0.5303,0.22,0.3582,47,176,223
2895,2011-05-05,2,0,5,12,0,4,1,1,0.52,0.5,0.34,0.3582,27,169,196
14820,2012-09-14,3,1,9,16,0,5,1,2,0.72,0.6667,0.51,0.0,109,454,563
7723,2011-11-23,4,0,11,9,0,3,1,2,0.52,0.5,0.94,0.194,3,164,167
14361,2012-08-26,3,1,8,13,0,0,0,3,0.66,0.6061,0.78,0.4179,166,375,541
12460,2012-06-08,2,1,6,8,0,5,1,1,0.58,0.5455,0.6,0.0896,37,663,700
5733,2011-09-01,3,0,9,7,0,4,1,1,0.6,0.5758,0.78,0.0,7,335,342
12079,2012-05-23,2,1,5,11,0,3,1,1,0.64,0.6061,0.73,0.0,46,151,197
834,2011-02-07,1,0,2,4,0,1,1,1,0.2,0.2576,0.86,0.0,1,1,2
7792,2011-11-26,4,0,11,6,0,6,0,2,0.3,0.3182,0.75,0.0896,2,8,10
1303,2011-02-27,1,0,2,11,0,0,0,1,0.36,0.3485,0.62,0.1343,33,92,125
5606,2011-08-26,3,0,8,11,0,5,1,2,0.76,0.7121,0.62,0.0,63,151,214
17080,2012-12-19,4,1,12,10,0,3,1,1,0.32,0.3333,0.7,0.1045,17,147,164
13036,2012-07-02,3,1,7,8,0,1,1,1,0.76,0.697,0.52,0.194,20,548,568
6475,2011-10-02,4,0,10,8,0,0,0,2,0.34,0.3333,0.76,0.194,14,50,64
2131,2011-04-03,2,0,4,15,0,0,0,2,0.46,0.4545,0.33,0.0,174,118,292
1033,2011-02-15,1,0,2,17,0,2,1,1,0.32,0.303,0.22,0.2239,15,191,206
17157,2012-12-22,1,1,12,15,0,6,0,1,0.32,0.2727,0.33,0.5821,14,139,153
13443,2012-07-19,3,1,7,7,0,4,1,1,0.74,0.6818,0.58,0.2836,23,450,473
12500,2012-06-10,2,1,6,0,0,0,0,1,0.66,0.6212,0.69,0.1045,33,125,158
2564,2011-04-21,2,0,4,17,0,4,1,1,0.5,0.4848,0.29,0.1642,79,402,481
3740,2011-06-09,2,0,6,17,0,4,1,1,0.9,0.8182,0.37,0.2537,54,355,409
14630,2012-09-06,3,1,9,18,0,4,1,1,0.72,0.6818,0.7,0.2537,74,761,835
9309,2012-01-28,1,1,1,18,0,6,0,1,0.42,0.4242,0.41,0.2239,40,201,241
1059,2011-02-16,1,0,2,20,0,3,1,1,0.38,0.3939,0.43,0.194,10,108,118
2226,2011-04-07,2,0,4,14,0,4,1,1,0.56,0.5303,0.43,0.0896,46,111,157
69,2011-01-03,1,0,1,23,0,1,1,1,0.18,0.2121,0.55,0.1045,1,11,12
15819,2012-10-26,4,1,10,7,0,5,1,2,0.52,0.5,0.88,0.1045,13,408,421
13624,2012-07-26,3,1,7,20,0,4,1,1,0.86,0.8182,0.5,0.2537,47,399,446
13254,2012-07-11,3,1,7,10,0,3,1,2,0.72,0.6818,0.62,0.1343,47,148,195
14226,2012-08-20,3,1,8,22,0,1,1,2,0.6,0.5606,0.83,0.0,25,136,161
2018,2011-03-29,2,0,3,22,0,2,1,1,0.34,0.3636,0.49,0.0,6,49,55
9743,2012-02-15,1,1,2,21,0,3,1,1,0.34,0.3333,0.53,0.1642,8,170,178
3804,2011-06-12,2,0,6,9,0,0,0,1,0.72,0.6818,0.66,0.0,75,107,182
11001,2012-04-08,2,1,4,12,0,0,0,1,0.54,0.5152,0.24,0.2537,198,259,457
13974,2012-08-10,3,1,8,10,0,5,1,1,0.66,0.5909,0.89,0.1045,27,166,193
9796,2012-02-18,1,1,2,2,0,6,0,1,0.3,0.2879,0.61,0.2537,6,39,45
882,2011-02-09,1,0,2,5,0,3,1,1,0.06,0.1061,0.45,0.1045,0,7,7
5494,2011-08-21,3,0,8,19,0,0,0,1,0.72,0.6818,0.7,0.2537,81,201,282
15668,2012-10-20,4,1,10,0,0,6,0,1,0.46,0.4545,0.82,0.1343,13,110,123
418,2011-01-19,1,0,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,1,46,47
17261,2012-12-27,1,1,12,1,0,4,1,3,0.24,0.197,0.93,0.4478,0,5,5
11196,2012-04-16,2,1,4,16,1,1,0,1,0.8,0.697,0.33,0.4627,92,266,358
13999,2012-08-11,3,1,8,11,0,6,0,1,0.74,0.697,0.66,0.1642,203,296,499
6222,2011-09-21,3,0,9,19,0,3,1,3,0.62,0.5455,0.94,0.0,30,253,283
17051,2012-12-18,4,1,12,5,0,2,1,1,0.38,0.3939,0.87,0.0896,0,36,36
4009,2011-06-20,2,0,6,22,0,1,1,2,0.64,0.6061,0.73,0.2239,24,106,130
9359,2012-01-30,1,1,1,20,0,1,1,1,0.3,0.303,0.39,0.1642,2,179,181
11559,2012-05-01,2,1,5,19,0,2,1,1,0.7,0.6515,0.54,0.1343,58,429,487
1835,2011-03-22,2,0,3,4,0,2,1,2,0.42,0.4242,0.82,0.1642,0,1,1
3647,2011-06-05,2,0,6,20,0,0,0,1,0.66,0.6212,0.69,0.194,84,195,279
2045,2011-03-31,2,0,3,1,0,4,1,3,0.24,0.2273,0.93,0.194,1,4,5
11165,2012-04-15,2,1,4,9,0,0,0,1,0.54,0.5152,0.56,0.2239,97,154,251
2833,2011-05-02,2,0,5,22,0,1,1,2,0.6,0.5909,0.73,0.0,28,97,125
3481,2011-05-29,2,0,5,22,0,0,0,1,0.66,0.5909,0.89,0.1343,78,93,171
13082,2012-07-04,3,1,7,6,1,3,0,1,0.66,0.6212,0.69,0.0,9,23,32
16025,2012-11-05,4,1,11,9,0,1,1,2,0.3,0.2879,0.52,0.2836,18,239,257
2040,2011-03-30,2,0,3,20,0,3,1,3,0.24,0.2121,0.93,0.2985,4,40,44
7718,2011-11-23,4,0,11,4,0,3,1,3,0.52,0.5,0.88,0.3582,0,5,5
16659,2012-12-01,4,1,12,21,0,6,0,2,0.3,0.3333,0.87,0.0,23,135,158
3558,2011-06-02,2,0,6,3,0,4,1,1,0.66,0.6212,0.44,0.1045,0,4,4
1407,2011-03-03,1,0,3,21,0,4,1,1,0.18,0.2121,0.4,0.1045,3,48,51
5641,2011-08-28,3,0,8,11,0,0,0,1,0.7,0.6515,0.58,0.3881,59,178,237
16041,2012-11-06,4,1,11,1,0,2,1,1,0.24,0.2424,0.6,0.1642,0,8,8
9500,2012-02-05,1,1,2,17,0,0,0,1,0.32,0.3182,0.53,0.1642,31,275,306
6929,2011-10-21,4,0,10,7,0,5,1,1,0.36,0.3485,0.71,0.1642,5,228,233
11682,2012-05-06,2,1,5,22,0,0,0,1,0.56,0.5303,0.73,0.1642,44,113,157
5298,2011-08-13,3,0,8,15,0,6,0,3,0.68,0.6364,0.79,0.3582,150,208,358
2718,2011-04-28,2,0,4,3,0,4,1,2,0.64,0.5909,0.78,0.3881,2,1,3
140,2011-01-07,1,0,1,1,0,5,1,2,0.2,0.197,0.69,0.2239,2,5,7
6075,2011-09-15,3,0,9,16,0,4,1,2,0.54,0.5152,0.77,0.4627,29,193,222
16315,2012-11-17,4,1,11,12,0,6,0,1,0.4,0.4091,0.4,0.1642,117,359,476
8397,2011-12-21,1,0,12,12,0,3,1,3,0.46,0.4545,0.88,0.3881,3,58,61
16275,2012-11-15,4,1,11,20,0,4,1,1,0.34,0.3485,0.61,0.1045,23,262,285
15930,2012-11-01,4,1,11,10,0,4,1,3,0.36,0.3485,0.62,0.194,13,133,146
7847,2011-11-28,4,0,11,14,0,1,1,1,0.6,0.6212,0.56,0.0,14,129,143
16713,2012-12-04,4,1,12,3,0,2,1,2,0.4,0.4091,0.87,0.1343,1,3,4
13419,2012-07-18,3,1,7,7,0,3,1,1,0.74,0.697,0.66,0.1642,23,472,495
7545,2011-11-15,4,0,11,23,0,2,1,2,0.46,0.4545,0.94,0.1045,14,66,80
1087,2011-02-18,1,0,2,0,0,5,1,1,0.44,0.4394,0.72,0.2836,12,20,32
9596,2012-02-09,1,1,2,18,0,4,1,1,0.34,0.3333,0.31,0.1642,13,404,417
17130,2012-12-21,1,1,12,12,0,5,1,2,0.32,0.2879,0.39,0.3582,25,199,224
9420,2012-02-02,1,1,2,9,0,4,1,3,0.38,0.3939,0.87,0.0,15,213,228
10513,2012-03-19,1,1,3,3,0,1,1,1,0.46,0.4545,0.88,0.0896,0,2,2
10566,2012-03-21,2,1,3,8,0,3,1,3,0.48,0.4697,0.94,0.1045,33,502,535
10983,2012-04-07,2,1,4,18,0,6,0,1,0.54,0.5152,0.18,0.2985,227,290,517
7661,2011-11-20,4,0,11,19,0,0,0,2,0.5,0.4848,0.72,0.1045,17,140,157
14510,2012-09-01,3,1,9,18,0,6,0,2,0.82,0.7727,0.52,0.0,184,258,442
11893,2012-05-15,2,1,5,17,0,2,1,1,0.68,0.6364,0.65,0.1045,75,603,678
2903,2011-05-05,2,0,5,20,0,4,1,1,0.5,0.4848,0.34,0.1642,33,225,258
11452,2012-04-27,2,1,4,8,0,5,1,1,0.4,0.4091,0.5,0.0,17,575,592
6771,2011-10-14,4,0,10,16,0,5,1,1,0.6,0.6212,0.43,0.2239,80,264,344
10750,2012-03-29,2,1,3,0,0,4,1,1,0.54,0.5152,0.68,0.194,10,38,48
16966,2012-12-14,4,1,12,16,0,5,1,1,0.38,0.3939,0.54,0.194,45,372,417
12118,2012-05-25,2,1,5,2,0,5,1,2,0.62,0.5758,0.83,0.0,7,16,23
1735,2011-03-17,1,0,3,22,0,4,1,1,0.4,0.4091,0.66,0.2239,17,70,87
4963,2011-07-30,3,0,7,16,0,6,0,1,0.9,0.7879,0.27,0.2239,126,176,302
12636,2012-06-15,2,1,6,16,0,5,1,1,0.72,0.6515,0.37,0.194,132,426,558
11506,2012-04-29,2,1,4,14,0,0,0,1,0.54,0.5152,0.34,0.0,281,372,653
7230,2011-11-02,4,0,11,20,0,3,1,1,0.4,0.4091,0.66,0.1343,5,177,182
15435,2012-10-10,4,1,10,7,0,3,1,1,0.46,0.4545,0.82,0.1045,9,498,507
517,2011-01-23,1,0,1,15,0,0,0,1,0.16,0.1364,0.28,0.3582,13,64,77
1413,2011-03-04,1,0,3,3,0,5,1,2,0.18,0.1667,0.74,0.2537,0,1,1
4985,2011-07-31,3,0,7,14,0,0,0,1,0.9,0.7727,0.24,0.1642,130,196,326
12854,2012-06-24,3,1,6,18,0,0,0,1,0.82,0.7273,0.34,0.2537,186,348,534
4807,2011-07-24,3,0,7,4,0,0,0,1,0.78,0.7576,0.66,0.1045,1,5,6
3336,2011-05-23,2,0,5,21,0,1,1,1,0.64,0.5758,0.89,0.2239,33,155,188
7136,2011-10-29,4,0,10,22,0,6,0,1,0.22,0.2121,0.87,0.2239,10,44,54
1919,2011-03-25,2,0,3,17,0,5,1,2,0.32,0.2879,0.36,0.3582,23,202,225
11792,2012-05-11,2,1,5,12,0,5,1,1,0.56,0.5303,0.28,0.4179,89,259,348
12302,2012-06-01,2,1,6,18,0,5,1,3,0.62,0.5606,0.88,0.3582,10,100,110
13876,2012-08-06,3,1,8,8,0,1,1,2,0.7,0.6667,0.79,0.0,27,578,605
8532,2011-12-27,1,0,12,5,0,2,1,2,0.3,0.2727,0.64,0.2836,0,8,8
384,2011-01-17,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64
11580,2012-05-02,2,1,5,16,0,3,1,1,0.64,0.6061,0.65,0.1642,54,313,367
5456,2011-08-20,3,0,8,5,0,6,0,1,0.6,0.5606,0.83,0.0,0,8,8
14772,2012-09-12,3,1,9,16,0,3,1,1,0.72,0.6515,0.37,0.1642,90,419,509
12465,2012-06-08,2,1,6,13,0,5,1,1,0.74,0.6515,0.37,0.2537,129,287,416
1549,2011-03-09,1,0,3,21,0,3,1,2,0.32,0.303,0.93,0.3284,10,52,62
2293,2011-04-10,2,0,4,9,0,0,0,2,0.38,0.3939,0.94,0.1343,31,50,81
260,2011-01-12,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16
8888,2012-01-11,1,1,1,4,0,3,1,1,0.2,0.2121,0.8,0.1343,0,2,2
3702,2011-06-08,2,0,6,3,0,3,1,1,0.64,0.5758,0.89,0.0896,2,1,3
4321,2011-07-03,3,0,7,22,0,0,0,2,0.66,0.6061,0.78,0.1045,69,93,162
14210,2012-08-20,3,1,8,6,0,1,1,2,0.6,0.5758,0.78,0.1343,6,155,161
7716,2011-11-23,4,0,11,2,0,3,1,3,0.5,0.4848,0.94,0.3582,1,5,6
16148,2012-11-10,4,1,11,13,0,6,0,1,0.52,0.5,0.39,0.0,268,383,651
1005,2011-02-14,1,0,2,12,0,1,1,1,0.56,0.5303,0.22,0.4478,27,99,126
17096,2012-12-20,4,1,12,2,0,4,1,1,0.32,0.3485,0.66,0.0,2,6,8
